	Entrez Gene ID
RNU6-1279P	106480655
RNU6-1292P	106480656
RNU6-1297P	106480657
RNU6-1310P	106480658
RNU6-1320P	106480659
RNU6-1332P	106480660
RNU6-1336P	106480661
RNU1-30P	106480662
RNU1-46P	106480663
RNU1-63P	106480664
RNU1-78P	106480665
RNU1-86P	106480666
RNU1-101P	106480667
RNU1-119P	106480668
RNU1-140P	106480669
RNU2-28P	106480670
RNU2-40P	106480671
RNU2-47P	106480672
RNU2-61P	106480673
ENPP7P5	106480674
HNRNPA1P76	106480675
KRT8P51	106480676
SQSTM1P1	106480677
KLF2P2	106480678
SUMO2P16	106480679
SNRPGP18	106480680
DYNLL1P5	106480681
GTF3AP2	106480682
AARS1P1	106480683
MTCO1P4	106480684
LLPHP1	106480685
RNY3P16	106480686
RBISP2	106480687
BRWD1P3	106480688
SAP18P1	106480689
RPL23AP90	106480690
DNAJC19P4	106480691
RN7SKP186	106480692
RN7SL199P	106480693
RN7SL369P	106480694
RN7SL738P	106480695
RNU4ATAC17P	106480696
RNU6-253P	106480697
RNU6-394P	106480698
RNU6-841P	106480699
RNU6-1096P	106480700
RNU6-1235P	106480701
RNU2-72P	106480702
RNU6-40P	106480703
RNU6-25P	106480704
RNU6-17P	106480705
RNU6-20P	106480706
RNU6-24P	106480707
RNU6-32P	106480708
RNU6-38P	106480709
RNU6-47P	106480710
ZNF736P5Y	106480711
FABP5P13	106480712
USP9YP15	106480713
USP9YP17	106480714
USP9YP25	106480715
USP9YP27	106480716
USP9YP20	106480717
USP9YP32	106480718
USP9YP35	106480719
GPM6BP1	106480720
PRYP6	106480721
HSFY6P	106480722
HSFY8P	106480723
MLLT10P2	106480724
HMGN1P12	106480725
MTND6P8	106480726
MTND6P11	106480727
MTND6P17	106480728
RPL7L1P10	106480729
C4B-AS1	106480730
C6orf47-AS1	106480731
PSMC1P5	106480732
CYP4F44P	106480733
CYP2C61P	106480734
XIAP-AS1	106480735
MCCC1-AS1	106480736
ITCH-AS1	106480737
OSTN-AS1	106480738
RHOA-IT1	106480739
GK-IT1	106480740
ZNF346-IT1	106480741
RABGAP1L-IT1	106480742
BRWD1-IT1	106480743
MTND1P12	106480744
TUBBP11	106480745
TUBB4BP3	106480746
TUBB4BP5	106480747
CYP2C60P	106480748
CYP3A54P	106480749
RNU6-60P	106480750
RNU6-65P	106480751
RNU6-74P	106480752
RNU4ATAC3P	106480753
RNA5SP57	106480754
RNA5SP100	106480755
RNA5SP134	106480756
RNA5SP161	106480757
RNA5SP175	106480758
RNA5SP221	106480759
RNA5SP253	106480760
RNA5SP298	106480761
RNA5SP310	106480762
RNA5SP333	106480763
RNA5SP351	106480764
RNA5SP370	106480765
RNA5SP389	106480766
RNA5SP429	106480767
RNA5SP442	106480768
RNA5SP468	106480769
RNA5SP498	106480770
RNA5SP520	106480771
RNA5SP523	106480772
TBC1D3P7	106480773
PRSS3P4	106480774
PTGES3P4	106480775
SLC25A18P1	106480776
FAM96AP1	106480777
ARL5AP3	106480778
WBP1LP4	106480779
WBP1LP5	106480780
TSEN15P2	106480781
POLHP1	106480782
CIR1P3	106480783
TRMT112P5	106480784
NDUFS5P6	106480785
ATG4AP1	106480786
VWA8P1	106480787
CST9LP2	106480788
ALG1L11P	106480789
ROBO2P1	106480790
HMGN2P47	106480791
CHCHD4P3	106480792
CRIP1P1	106480793
MRPL42P6	106480794
MTATP8P1	106480795
MTATP6P1	106480796
MTATP6P4	106480797
MTATP6P7	106480798
FCF1P4	106480799
UBL5P4	106480800
SDCBP2P1	106480801
UBE2V2P4	106480802
HSPA8P13	106480803
TPRKBP2	106480804
NIFKP9	106480805
NDUFA3P4	106480806
KRT19P6	106480807
MED28P6	106480808
CACYBPP3	106480809
RFPL4AP3	106480810
PIGPP4	106480811
PIGQP1	106480812
RNU7-93P	106480813
RNU7-99P	106480814
RNU7-110P	106480815
RNU7-116P	106480816
RNU7-120P	106480817
RNU7-125P	106480818
RNU7-128P	106480819
RNU7-134P	106480820
RNU7-137P	106480821
RNU7-141P	106480822
RNU7-148P	106480823
RNU7-151P	106480824
RNU7-155P	106480825
RNU7-157P	106480826
RNU7-169P	106480827
RNU7-172P	106480828
RNU7-174P	106480829
RNU7-180P	106480830
RNU7-182P	106480831
RNU7-188P	106480832
RNU7-192P	106480833
RNU7-194P	106480834
RNU7-200P	106480835
RN7SKP12	106480836
RN7SKP16	106480837
RN7SKP18	106480838
RN7SKP21	106480839
RN7SKP24	106480840
RN7SKP27	106480841
RN7SKP31	106480842
RN7SKP33	106480843
RN7SKP37	106480844
RN7SKP39	106480845
RN7SKP42	106480846
RN7SKP46	106480847
RN7SKP49	106480848
RN7SKP53	106480849
RN7SKP58	106480850
RN7SKP60	106480851
RN7SKP64	106480852
RN7SKP66	106480853
RN7SKP68	106480854
RN7SKP73	106480855
RN7SKP75	106480856
RN7SKP79	106480857
RN7SKP81	106480858
RN7SKP86	106480859
RN7SKP88	106480860
RN7SKP91	106480861
RN7SKP95	106480862
RN7SKP98	106480863
RN7SKP101	106480864
RN7SKP104	106480865
RN7SKP108	106480866
RN7SKP110	106480867
RN7SKP114	106480868
RN7SKP116	106480869
RN7SKP120	106480870
RN7SKP124	106480871
RN7SKP126	106480872
RN7SKP130	106480873
RN7SKP132	106480874
RN7SKP135	106480875
RN7SKP139	106480876
RN7SKP142	106480877
RN7SKP145	106480878
RN7SKP147	106480879
RN7SKP150	106480880
RN7SKP154	106480881
RN7SKP156	106480882
RN7SKP158	106480883
RN7SKP162	106480884
RN7SKP164	106480885
RN7SKP169	106480886
RN7SKP171	106480887
RN7SKP180	106480888
RN7SKP183	106480889
RN7SKP187	106480890
RN7SKP190	106480891
RN7SKP192	106480892
RN7SKP194	106480893
RN7SKP197	106480894
RN7SKP200	106480895
RN7SKP204	106480896
RN7SKP207	106480897
RN7SKP210	106480898
RN7SKP213	106480899
RN7SKP218	106480900
RN7SKP220	106480901
RN7SKP224	106480902
RN7SKP226	106480903
RN7SKP229	106480904
RN7SKP232	106480905
RN7SKP236	106480906
RN7SKP239	106480907
RN7SKP242	106480908
RN7SKP245	106480909
RN7SKP249	106480910
RN7SKP256	106480911
RN7SKP258	106480912
RN7SKP263	106480913
RN7SKP265	106480914
RN7SKP269	106480915
RN7SKP271	106480916
RN7SKP275	106480917
RN7SKP278	106480918
RN7SKP282	106480919
RN7SKP285	106480920
RN7SKP287	106480921
RN7SKP291	106480922
RN7SKP293	106480923
RN7SKP295	106480924
RN7SKP299	106480925
RN7SL12P	106480926
RN7SL18P	106480927
RN7SL22P	106480928
RN7SL28P	106480929
RN7SL32P	106480930
RN7SL35P	106480931
RN7SL38P	106480932
RN7SL41P	106480933
RN7SL44P	106480934
RN7SL49P	106480935
RN7SL51P	106480936
RN7SL52P	106480937
RN7SL60P	106480938
RN7SL63P	106480939
RN7SL69P	106480940
RN7SL72P	106480941
RN7SL74P	106480942
RN7SL79P	106480943
RN7SL82P	106480944
RN7SL88P	106480945
RN7SL91P	106480946
RN7SL93P	106480947
RN7SL100P	106480948
RN7SL104P	106480949
RN7SL108P	106480950
RN7SL113P	106480951
RN7SL118P	106480952
RN7SL120P	106480953
RN7SL122P	106480954
RN7SL124P	106480955
RN7SL127P	106480956
RN7SL131P	106480957
RN7SL135P	106480958
RN7SL141P	106480959
RN7SL144P	106480960
RN7SL149P	106480961
RN7SL152P	106480962
RN7SL156P	106480963
RN7SL160P	106480964
RN7SL164P	106480965
RN7SL167P	106480966
RN7SL172P	106480967
RN7SL176P	106480968
RN7SL177P	106480969
RN7SL180P	106480970
RN7SL183P	106480971
RN7SL186P	106480972
RN7SL189P	106480973
RN7SL192P	106480974
RN7SL197P	106480975
RN7SL200P	106480976
RN7SL204P	106480977
RN7SL208P	106480978
RN7SL213P	106480979
RN7SL215P	106480980
RN7SL218P	106480981
RN7SL221P	106480982
RN7SL228P	106480983
RN7SL231P	106480984
RN7SL233P	106480985
RN7SL236P	106480986
RN7SL238P	106480987
RN7SL241P	106480988
RN7SL246P	106480989
RN7SL251P	106480990
RN7SL254P	106480991
RN7SL259P	106480992
RN7SL263P	106480993
RN7SL266P	106480994
RN7SL270P	106480995
RN7SL272P	106480996
RN7SL275P	106480997
RN7SL279P	106480998
RN7SL284P	106480999
RN7SL288P	106481000
RN7SL290P	106481001
RN7SL292P	106481002
RN7SL296P	106481003
RN7SL300P	106481004
RN7SL303P	106481005
RN7SL306P	106481006
RN7SL309P	106481007
RN7SL313P	106481008
RN7SL318P	106481009
RN7SL320P	106481010
RN7SL325P	106481011
RN7SL327P	106481012
RN7SL330P	106481013
RN7SL333P	106481014
RN7SL337P	106481015
RN7SL340P	106481016
RN7SL341P	106481017
RN7SL343P	106481018
RN7SL350P	106481019
RN7SL353P	106481020
RN7SL357P	106481021
RN7SL362P	106481022
RN7SL366P	106481023
RN7SL370P	106481024
RN7SL376P	106481025
RN7SL378P	106481026
RN7SL382P	106481027
RN7SL384P	106481028
RN7SL387P	106481029
RN7SL391P	106481030
RN7SL395P	106481031
RN7SL398P	106481032
RN7SL400P	106481033
RN7SL403P	106481034
RN7SL411P	106481035
RN7SL414P	106481036
RN7SL416P	106481037
RN7SL422P	106481038
RN7SL425P	106481039
RN7SL430P	106481040
RN7SL432P	106481041
RN7SL440P	106481042
RN7SL442P	106481043
RN7SL445P	106481044
RN7SL449P	106481045
RN7SL453P	106481046
RN7SL457P	106481047
RN7SL460P	106481048
RN7SL464P	106481049
RN7SL468P	106481050
RN7SL471P	106481051
RN7SL474P	106481052
RN7SL478P	106481053
RN7SL481P	106481054
RN7SL487P	106481055
RN7SL489P	106481056
RN7SL494P	106481057
RN7SL496P	106481058
RN7SL499P	106481059
RN7SL503P	106481060
RN7SL508P	106481061
RN7SL513P	106481062
RN7SL515P	106481063
RN7SL517P	106481064
RN7SL520P	106481065
RN7SL524P	106481066
RN7SL530P	106481067
RN7SL536P	106481068
RN7SL541P	106481069
RN7SL544P	106481070
RN7SL549P	106481071
RN7SL552P	106481072
RN7SL556P	106481073
RN7SL558P	106481074
RN7SL561P	106481075
RN7SL565P	106481076
RN7SL569P	106481077
RN7SL573P	106481078
RN7SL574P	106481079
RN7SL577P	106481080
RN7SL580P	106481081
RN7SL583P	106481082
RN7SL586P	106481083
RN7SL591P	106481084
RN7SL596P	106481085
RN7SL600P	106481086
RN7SL605P	106481087
RN7SL607P	106481088
RN7SL614P	106481089
RN7SL616P	106481090
RN7SL619P	106481091
RN7SL622P	106481092
RN7SL627P	106481093
RN7SL630P	106481094
RN7SL632P	106481095
RN7SL634P	106481096
RN7SL636P	106481097
RN7SL643P	106481098
RN7SL646P	106481099
RN7SL649P	106481100
RN7SL653P	106481101
RN7SL655P	106481102
RN7SL663P	106481103
RN7SL665P	106481104
RN7SL670P	106481105
RN7SL672P	106481106
RN7SL675P	106481107
RN7SL678P	106481108
RN7SL683P	106481109
RN7SL687P	106481110
RN7SL689P	106481111
RN7SL691P	106481112
RN7SL698P	106481113
RN7SL702P	106481114
RN7SL704P	106481115
RN7SL709P	106481116
RN7SL712P	106481117
RN7SL717P	106481118
RN7SL719P	106481119
RN7SL725P	106481120
RN7SL727P	106481121
RN7SL732P	106481122
RN7SL737P	106481123
RN7SL741P	106481124
RN7SL748P	106481125
RN7SL750P	106481126
RN7SL752P	106481127
RN7SL756P	106481128
RN7SL760P	106481129
RN7SL763P	106481130
RN7SL767P	106481131
RN7SL771P	106481132
RN7SL782P	106481133
RN7SL784P	106481134
RN7SL788P	106481135
RN7SL790P	106481136
RN7SL793P	106481137
RN7SL797P	106481138
RN7SL801P	106481139
RN7SL804P	106481140
RN7SL807P	106481141
RN7SL810P	106481142
RN7SL814P	106481143
RN7SL817P	106481144
RN7SL819P	106481145
RN7SL824P	106481146
RN7SL828P	106481147
RN7SL834P	106481148
RN7SL836P	106481149
RN7SL841P	106481150
RN7SL843P	106481151
RN7SL847P	106481152
RN7SL853P	106481153
RN7SL865P	106481154
RN7SL870P	106481155
RNU4ATAC5P	106481156
RNU4ATAC8P	106481157
RNU4ATAC11P	106481158
RNU4ATAC14P	106481159
RNU4ATAC16P	106481160
RNU6ATAC8P	106481161
RNU6ATAC11P	106481162
RNU6ATAC14P	106481163
RNU6ATAC17P	106481164
RNU6ATAC19P	106481165
RNU6ATAC23P	106481166
RNU6ATAC27P	106481167
RNU6ATAC29P	106481168
RNU6ATAC31P	106481169
RNU6ATAC33P	106481170
RNU6ATAC35P	106481171
RNU6ATAC39P	106481172
RNU6ATAC42P	106481173
RNU11-4P	106481174
RNU4-11P	106481175
RNU4-14P	106481176
RNU4-17P	106481177
RNU4-21P	106481178
RNU4-24P	106481179
RNU4-27P	106481180
RNU4-29P	106481181
RNU4-35P	106481182
RNU4-37P	106481183
RNU4-41P	106481184
RNU4-43P	106481185
RNU4-45P	106481186
RNU4-49P	106481187
RNU4-52P	106481188
RNU4-55P	106481189
RNU4-58P	106481190
RNU4-61P	106481191
RNU4-65P	106481192
RNU4-67P	106481193
RNU4-71P	106481194
RNU4-73P	106481195
RNU4-77P	106481196
RNU4-79P	106481197
RNU4-82P	106481198
RNU4-86P	106481199
RNU4-89P	106481200
RNU4-91P	106481201
RPPH1-2P	106481202
RNU6-85P	106481203
RNU6-87P	106481204
RNU6-90P	106481205
RNU6-94P	106481206
RNU6-100P	106481208
RNU6-102P	106481209
RNU6-105P	106481210
RNU6-109P	106481211
RNU6-111P	106481212
RNU6-117P	106481213
RNU6-119P	106481214
RNU6-121P	106481215
RNU6-128P	106481217
RNU6-130P	106481218
RNU6-132P	106481219
RNU6-137P	106481220
RNU6-140P	106481221
RNU6-144P	106481222
RNU6-152P	106481223
RNU6-155P	106481224
RNU6-158P	106481225
RNU6-162P	106481226
RNU6-165P	106481227
RNU6-167P	106481228
RNU6-169P	106481229
RNU6-171P	106481230
RNU6-174P	106481231
RNU6-177P	106481232
RNU6-180P	106481233
RNU6-183P	106481234
RNU6-185P	106481235
RNU6-190P	106481236
RNU6-192P	106481237
RNU6-196P	106481238
RNU6-198P	106481239
RNU6-201P	106481240
RNU6-204P	106481241
RNU6-209P	106481242
RNU6-212P	106481243
RNU6-213P	106481244
RNU6-215P	106481245
RNU6-217P	106481246
RNU6-220P	106481247
RNU6-223P	106481248
RNU6-226P	106481249
RNU6-229P	106481250
RNU6-231P	106481251
RNU6-236P	106481252
RNU6-238P	106481253
RNU6-242P	106481254
RNU6-245P	106481255
RNU6-248P	106481256
RNU6-251P	106481257
RNU6-255P	106481258
RNU6-258P	106481259
RNU6-259P	106481260
RNU6-262P	106481261
RNU6-264P	106481262
RNU6-269P	106481263
RNU6-271P	106481264
RNU6-275P	106481265
RNU6-277P	106481266
RNU6-281P	106481267
RNU6-284P	106481268
RNU6-287P	106481269
RNU6-290P	106481270
RNU6-293P	106481271
RNU6-295P	106481272
RNU6-298P	106481273
RNU6-301P	106481274
RNU6-304P	106481275
RNU6-307P	106481276
RNU6-310P	106481277
RNU6-314P	106481278
RNU6-316P	106481279
RNU6-319P	106481280
RNU6-323P	106481281
RNU6-326P	106481282
RNU6-330P	106481283
RNU6-332P	106481284
RNU6-336P	106481285
RNU6-338P	106481286
RNU6-341P	106481287
RNU6-345P	106481288
RNU6-348P	106481289
RNU6-354P	106481290
RNU6-358P	106481291
RNU6-362P	106481292
RNU6-364P	106481293
RNU6-366P	106481294
RNU6-370P	106481295
RNU6-374P	106481296
RNU6-378P	106481297
RNU6-380P	106481298
RNU6-384P	106481299
RNU6-386P	106481300
RNU6-389P	106481301
RNU6-393P	106481302
RNU6-396P	106481303
RNU6-400P	106481304
RNU6-402P	106481305
RNU6-406P	106481306
RNU6-409P	106481307
RNU6-412P	106481308
RNU6-415P	106481309
RNU6-418P	106481310
RNU6-421P	106481311
RNU6-425P	106481312
RNU6-431P	106481314
RNU6-433P	106481315
RNU6-436P	106481316
RNU6-439P	106481317
RNU6-443P	106481318
RNU6-446P	106481319
RNU6-447P	106481320
RNU6-450P	106481321
RNU6-452P	106481322
RNU6-456P	106481323
RNU6-458P	106481324
RNU6-463P	106481325
RNU6-465P	106481326
RNU6-469P	106481327
RNU6-472P	106481328
RNU6-474P	106481329
RNU6-477P	106481330
RNU6-479P	106481331
RNU6-482P	106481332
RNU6-485P	106481333
RNU6-489P	106481334
RNU6-492P	106481335
RNU6-493P	106481336
RNU6-495P	106481337
RNU6-498P	106481338
RNU6-501P	106481339
RNU6-504P	106481340
RNU6-507P	106481341
RNU6-510P	106481342
RNU6-513P	106481343
RNU6-518P	106481344
RNU6-520P	106481345
RNU6-524P	106481346
RNU6-526P	106481347
RNU6-529P	106481348
RNU6-532P	106481349
RNU6-536P	106481350
RNU6-539P	106481351
RNU6-541P	106481352
RNU6-544P	106481353
RNU6-548P	106481354
RNU6-550P	106481355
RNU6-552P	106481356
RNU6-556P	106481357
RNU6-558P	106481358
RNU6-563P	106481359
RNU6-565P	106481360
RNU6-570P	106481361
RNU6-572P	106481362
RNU6-575P	106481363
RNU6-579P	106481364
RNU6-582P	106481365
RNU6-587P	106481366
RNU6-589P	106481367
RNU6-592P	106481368
RNU6-596P	106481369
RNU6-599P	106481370
RNU6-602P	106481371
RNU6-605P	106481372
RNU6-608P	106481373
RNU6-612P	106481374
RNU6-614P	106481375
RNU6-618P	106481376
RNU6-620P	106481377
RNU6-623P	106481378
RNU6-626P	106481379
RNU6-630P	106481380
RNU6-633P	106481381
RNU6-635P	106481382
RNU6-638P	106481383
RNU6-642P	106481384
RNU6-644P	106481385
RNU6-646P	106481386
RNU6-650P	106481387
RNU6-652P	106481388
RNU6-657P	106481389
RNU6-659P	106481390
RNU6-663P	106481391
RNU6-665P	106481392
RNU6-668P	106481393
RNU6-673P	106481394
RNU6-677P	106481395
RNU6-684P	106481396
RNU6-686P	106481397
RNU6-690P	106481398
RNU6-693P	106481399
RNU6-695P	106481400
RNU6-698P	106481401
RNU6-701P	106481402
RNU6-705P	106481403
RNU6-712P	106481404
RNU6-715P	106481405
RNU6-718P	106481406
RNU6-722P	106481407
RNU6-725P	106481408
RNU6-727P	106481409
RNU6-729P	106481410
RNU6-731P	106481411
RNU6-735P	106481412
RNU6-739P	106481413
RNU6-742P	106481414
RNU6-745P	106481415
RNU6-748P	106481416
RNU6-752P	106481417
RNU6-754P	106481418
RNU6-758P	106481419
RNU6-760P	106481420
RNU6-763P	106481421
RNU6-766P	106481422
RNU6-770P	106481423
RNU6-774P	106481425
RNU6-777P	106481426
RNU6-780P	106481427
RNU6-784P	106481428
RNU6-786P	106481429
RNU6-790P	106481430
RNU6-792P	106481431
RNU6-796P	106481432
RNU6-800P	106481433
RNU6-803P	106481434
RNU6-806P	106481435
RNU6-808P	106481436
RNU6-810P	106481437
RNU6-813P	106481438
RNU6-818P	106481439
RNU6-821P	106481440
RNU6-823P	106481441
RNU6-827P	106481442
RNU6-831P	106481443
RNU6-833P	106481444
RNU6-835P	106481445
RNU6-839P	106481446
RNU6-842P	106481447
RNU6-847P	106481448
RNU6-849P	106481449
RNU6-854P	106481450
RNU6-856P	106481451
RNU6-859P	106481452
RNU6-863P	106481453
RNU6-866P	106481454
RNU6-876P	106481455
RNU6-879P	106481456
RNU6-882P	106481457
RNU6-885P	106481458
RNU6-887P	106481459
RNU6-892P	106481460
RNU6-894P	106481461
RNU6-898P	106481462
RNU6-900P	106481463
RNU6-903P	106481464
RNU6-906P	106481465
RNU6-909P	106481466
RNU6-913P	106481467
RNU6-916P	106481468
RNU6-918P	106481469
RNU6-920P	106481470
RNU6-923P	106481471
RNU6-926P	106481472
RNU6-929P	106481473
RNU6-932P	106481474
RNU6-934P	106481475
RNU6-939P	106481476
RNU6-942P	106481477
RNU6-946P	106481478
RNU6-948P	106481479
RNU6-951P	106481480
RNU6-954P	106481481
RNU6-958P	106481482
RNU6-961P	106481483
RNU6-965P	106481484
RNU6-968P	106481485
RNU6-970P	106481486
RNU6-974P	106481487
RNU6-976P	106481488
RNU6-980P	106481489
RNU6-983P	106481490
RNU6-986P	106481491
RNU6-989P	106481492
RNU6-992P	106481493
RNU6-995P	106481494
RNU6-998P	106481495
RNU6-1000P	106481496
RNU6-1005P	106481497
RNU6-1008P	106481498
RNU6-1009P	106481499
RNU6-1012P	106481500
RNU6-1015P	106481501
RNU6-1018P	106481502
RNU6-1020P	106481503
RNU6-1024P	106481504
RNU6-1027P	106481505
RNU6-1032P	106481506
RNU6-1035P	106481507
RNU6-1037P	106481508
RNU6-1041P	106481509
RNU6-1043P	106481510
RNU6-1047P	106481511
RNU6-1050P	106481512
RNU6-1053P	106481513
RNU6-1056P	106481514
RNU6-1064P	106481515
RNU6-1067P	106481516
RNU6-1071P	106481517
RNU6-1073P	106481518
RNU6-1078P	106481519
RNU6-1080P	106481520
RNU6-1083P	106481521
RNU6-1087P	106481522
RNU6-1089P	106481523
RNU6-1093P	106481524
RNU6-1095P	106481525
RNU6-1099P	106481526
RNU6-1102P	106481527
RNU6-1104P	106481528
RNU6-1107P	106481529
RNU6-1111P	106481530
RNU6-1114P	106481531
RNU6-1117P	106481532
RNU6-1119P	106481533
RNU6-1124P	106481534
RNU6-1126P	106481535
RNU6-1129P	106481536
RNU6-1133P	106481537
RNU6-1135P	106481538
RNU6-1139P	106481539
RNU6-1141P	106481540
RNU6-1145P	106481541
RNU6-1149P	106481542
RNU6-1151P	106481543
RNU6-1155P	106481544
RNU6-1157P	106481545
RNU6-1160P	106481546
RNU6-1163P	106481547
RNU6-1168P	106481548
RNU6-1172P	106481549
RNU6-1174P	106481550
RNU6-1176P	106481551
RNU6-1180P	106481552
RNU6-1184P	106481553
RNU6-1187P	106481554
RNU6-1191P	106481555
RNU6-1193P	106481556
RNU6-1194P	106481557
RNU6-1197P	106481558
RNU6-1200P	106481559
RNU6-1204P	106481560
RNU6-1206P	106481561
RNU6-1210P	106481562
RNU6-1213P	106481563
RNU6-1217P	106481564
RNU6-1220P	106481565
RNU6-1223P	106481566
RNU6-1227P	106481567
RNU6-1229P	106481568
RNU6-1233P	106481569
RNU6-1236P	106481570
RNU6-1239P	106481571
RNU6-1241P	106481572
RNU6-1243P	106481573
RNU6-1247P	106481574
RNU6-1250P	106481575
RNU6-1254P	106481576
RNU6-1257P	106481577
RNU6-1260P	106481578
RNU6-1265P	106481579
RNU6-1267P	106481580
RNU6-1270P	106481581
RNU6-1274P	106481582
RNU6-1276P	106481583
RNU6-1280P	106481584
RNU6-1282P	106481585
RNU6-1286P	106481586
RNU6-1289P	106481587
RNU6-1291P	106481588
RNU6-318P	106481589
RNU6-1298P	106481590
RNU6-1301P	106481591
RNU6-1305P	106481592
RNU6-1307P	106481593
RNU6-1312P	106481594
RNU6-1314P	106481595
RNU6-1317P	106481596
RNU6-1321P	106481597
RNU6-1323P	106481598
RNU6-1327P	106481599
RNU6-1329P	106481600
RNU6-1333P	106481601
RNU6-1337P	106481602
RNU6-1339P	106481603
RNU1-8P	106481604
TCP11X3P	106481605
RNU1-31P	106481606
RNU1-34P	106481607
RNU1-38P	106481608
RNU1-42P	106481609
RNU1-45P	106481610
RNU1-54P	106481611
RNU1-58P	106481612
RNU1-62P	106481613
RNU1-65P	106481614
RNU1-68P	106481615
RNU1-73P	106481616
RNU1-76P	106481617
RNU1-84P	106481618
RNU1-88P	106481619
RNVU1-23	106481620
RNU1-95P	106481621
RNU1-98P	106481622
RNU1-103P	106481623
RNVU1-32	106481624
RNU1-109P	106481625
RNU1-114P	106481626
RNVU1-22	106481627
RNU1-123P	106481628
RNU1-124P	106481629
RNU1-129P	106481630
RNU1-133P	106481631
RNU1-136P	106481632
RNU1-141P	106481633
RNU1-143P	106481634
RNU1-148P	106481635
RNU2-9P	106481636
RNU2-11P	106481637
RNU2-14P	106481638
RNU2-16P	106481639
RNU2-20P	106481640
RNU2-23P	106481641
RNU2-27P	106481642
RNU2-30P	106481643
RNU2-32P	106481644
RNU2-36P	106481645
RNU2-38P	106481646
RNU2-42P	106481647
RNU2-44P	106481648
RNU2-48P	106481649
RNU2-50P	106481650
RNU2-54P	106481651
RNU2-58P	106481652
RNU2-60P	106481653
RNU2-64P	106481654
RNU2-66P	106481655
RNU2-69P	106481656
MED15P3	106481657
ENPP7P3	106481658
RARRES2P3	106481659
RARRES2P7	106481660
HNRNPDP2	106481661
HNRNPDLP3	106481662
HNRNPA1P49	106481663
HNRNPA1P65	106481664
MTHFD2P3	106481665
RPL37P25	106481666
PRELID3BP2	106481667
MEMO1P5	106481668
KLF17P2	106481669
ELOCP30	106481670
ELOCP34	106481671
KLF2P3	106481672
HSPE1P11	106481673
HSPE1P14	106481674
HSPE1P19	106481675
HSPE1P23	106481676
HSPE1P26	106481677
SUMO2P10	106481678
SUMO2P18	106481679
COX6CP8	106481680
COX6CP10	106481681
COX6CP12	106481682
COX6CP14	106481683
COX6CP18	106481684
SNRPGP17	106481685
SNRPGP19	106481686
PDIA3P2	106481687
YWHAEP2	106481688
IGKV1OR2-2	106481689
EIF1P5	106481690
EIF1P7	106481691
BNIP3P15	106481692
BNIP3P18	106481693
BNIP3P30	106481694
BNIP3P33	106481695
BNIP3P36	106481696
BNIP3P42	106481697
ECM1P2	106481698
LARP7P2	106481699
LARP7P3	106481700
SNRPCP10	106481701
SNRPCP17	106481702
NENFP3	106481703
PAXBP1P1	106481704
NUTF2P5	106481706
CARS1P2	106481707
VTA1P1	106481708
DDX43P3	106481709
RNY1P11	106481710
RNY1P15	106481711
RNY4P34	106481712
RNY3P11	106481713
RNY3P13	106481714
IMMP1LP3	106481715
SMARCE1P7	106481716
B4GALNT2P1	106481717
CFTRP3	106481718
RBISP1	106481719
ENPP7P14	106481720
BRD9P1	106481721
GPAA1P2	106481722
ART2BP	106481723
BRWD1P1	106481724
BSNDP3	106481725
BSNDP4	106481726
SETD6P1	106481727
DUX4L28	106481728
C1DP5	106481729
C1GALT1P3	106481730
RPL23AP92	106481731
CAB39P1	106481732
SEPTIN14P13	106481733
GTF2IP9	106481734
GTF2IP14	106481735
NF1P11	106481736
AGGF1P6	106481737
DUX4L47	106481738
FRG2MP	106481739
DUX4L51	106481740
DUXAP11	106481741
FRGCA	106481742
MTND6P12	106481743
AGBL5-IT1	106481744
RNA5SP443	106481745
UBE2V1P7	106481746
RNU7-159P	106481747
RN7SKP72	106481748
RN7SKP119	106481749
RN7SKP212	106481750
RN7SKP259	106481751
RN7SL78P	106481752
RN7SL145P	106481753
RN7SL223P	106481754
RN7SL311P	106481755
RN7SL393P	106481756
RN7SL480P	106481757
RN7SL505P	106481758
RN7SL598P	106481759
RN7SL656P	106481760
RN7SL774P	106481761
RN7SL827P	106481762
RNU4-13P	106481763
RNU4-59P	106481764
RNU6-114P	106481765
RNU6-207P	106481766
RNU6-278P	106481767
RNU6-346P	106481768
RNU6-420P	106481769
RNU6-466P	106481770
RNU6-559P	106481771
RNU6-607P	106481772
RNU6-674P	106481773
RNU6-721P	106481774
RNU6-768P	106481775
RNU6-864P	106481776
RNU6-910P	106481777
RNU6-1003P	106481778
RNU6-1049P	106481779
RNU6-1121P	106481780
RNU6-1214P	106481781
RNU6-1283P	106481782
RNU1-36P	106481783
NDUFA5P7	106481784
YWHAEP4	106481785
SNRPCP13	106481786
FTH1P6	106481787
MTND6P19	106481788
TRMT2B-AS1	106481789
RC3H1-IT1	106481790
CYP4A44P	106481791
RNU6-77P	106481792
RNA5SP254	106481793
RNA5SP350	106481794
HMBOX1-IT1	106481795
LRRC37A15P	106481796
WBP1LP6	106481797
RPEP5	106481798
RNU7-94P	106481799
RNU7-111P	106481800
RNU7-138P	106481801
RNU7-154P	106481802
RNU7-176P	106481803
RNU7-193P	106481804
RN7SKP22	106481805
RN7SKP43	106481806
RN7SKP56	106481807
RN7SKP76	106481808
RN7SKP90	106481809
RN7SKP102	106481810
RN7SKP121	106481811
